_r ( arcsec ),_RAJ2000 ( "h:m:s" ),_DEJ2000 ( "d:m:s" ),RAJ2000 ( deg ),DEJ2000 ( deg ),2MASS,Jmag ( mag ),e_Jmag ( mag ),Hmag ( mag ),e_Hmag ( mag ),Kmag ( mag ),e_Kmag ( mag ),Qflg,Rflg,Bflg,Cflg,Xflg,Aflg
134.875,17 53 48.84816,-34 45 23.7564,268.453534,-34.756599,17534884-3445237,14.212,0.037,13.447,0.047,13.165,0.041,AAA,222,111,ccc,0,0
134.991,17 53 51.97872,-34 49 50.4516,268.466578,-34.830681,17535197-3449504,14.073,,13.958,0.08,13.733,0.057,UCB,622,022,0cc,0,0
135.024,17 53 51.25176,-34 49 50.9880,268.463549,-34.83083,17535125-3449509,13.766,0.078,13.03,0.082,12.799,0.057,AAA,222,111,s00,0,0
135.431,17 54 00.45024,-34 48 45.2340,268.501876,-34.812565,17540045-3448452,13.191,0.03,12.387,0.033,12.132,0.024,AAA,222,111,000,0,0
135.451,17 53 49.49592,-34 49 50.1780,268.456233,-34.830605,17534949-3449501,13.473,0.094,12.581,0.114,12.349,0.067,ABA,222,111,ccc,0,0
135.596,17 54 01.03992,-34 48 31.6224,268.504333,-34.808784,17540103-3448316,14.547,0.062,13.741,0.067,13.562,0.058,BBB,222,111,000,0,0
135.734,17 53 58.42560,-34 49 16.2984,268.49344,-34.821194,17535842-3449162,13.909,0.056,13.418,0.075,13.326,0.069,AAA,222,111,c00,0,0
135.948,17 53 47.49144,-34 45 27.1080,268.447881,-34.75753,17534749-3445271,12.833,0.022,12.018,0.022,11.824,0.019,AAA,222,111,000,0,0
136.362,17 53 55.86576,-34 45 33.5232,268.482774,-34.759312,17535586-3445335,14.108,0.022,13.326,0.022,13.155,0.019,AAA,222,111,ccc,0,0
136.506,17 53 53.92032,-34 45 24.3216,268.474668,-34.756756,17535392-3445243,13.91,0.064,13.177,0.052,12.972,0.042,AAA,222,111,ccc,0,0
136.693,17 54 01.28520,-34 46 44.7132,268.505355,-34.779087,17540128-3446447,14.754,0.076,13.432,,13.177,,BUU,200,100,c00,0,0
136.77,17 53 52.27224,-34 45 20.1312,268.467801,-34.755592,17535227-3445201,13.4,0.022,12.576,0.022,12.327,0.019,AAA,222,111,c00,0,0
136.973,17 53 50.59392,-34 49 52.8816,268.460808,-34.831356,17535059-3449528,12.746,0.039,12.002,0.047,11.734,0.037,AAA,222,111,ccc,0,0
137.027,17 53 40.03488,-34 47 59.1036,268.416812,-34.799751,17534003-3447591,14.979,0.087,13.901,,13.664,,CUU,200,100,c00,0,0
137.171,17 54 00.21096,-34 46 18.9372,268.500879,-34.771927,17540021-3446189,14.441,0.059,13.702,0.058,13.292,0.054,BBA,222,112,ccc,0,0
137.282,17 54 01.91832,-34 48 03.5532,268.507993,-34.800987,17540191-3448035,14.664,0.039,13.938,0.035,13.695,0.037,BEB,222,111,000,0,0
137.472,17 53 45.37104,-34 49 34.7124,268.439046,-34.826309,17534537-3449347,13.823,0.067,13.021,0.105,12.79,0.09,AAA,222,111,ccc,0,0
137.58,17 54 00.63480,-34 46 26.4360,268.502645,-34.77401,17540063-3446264,14.029,0.046,13.366,0.053,13.211,0.047,AAA,222,111,000,0,0
138.07,17 54 00.13896,-34 48 55.9584,268.500579,-34.815544,17540013-3448559,12.806,0.044,12.016,0.053,11.744,0.036,EAA,222,111,000,0,0
138.299,17 53 44.45664,-34 45 43.6284,268.435236,-34.762119,17534445-3445436,13.068,0.107,12.304,0.164,12.059,0.061,ACA,222,111,ccc,0,0
138.658,17 53 48.29232,-34 49 50.5884,268.451218,-34.830719,17534829-3449505,14.537,0.099,13.814,0.113,13.536,0.076,BBB,222,111,ccc,0,0
138.692,17 54 01.71168,-34 46 53.3100,268.507132,-34.781475,17540171-3446533,14.114,0.053,13.375,0.07,13.186,0.057,AAA,222,111,000,0,0
138.703,17 53 51.86184,-34 49 54.2964,268.466091,-34.831749,17535186-3449542,13.616,,13.52,0.095,13.427,0.082,UBB,622,032,0cc,0,0
138.791,17 53 43.69632,-34 45 50.3316,268.432068,-34.763981,17534369-3445503,13.051,0.071,12.352,0.088,12.162,0.063,AAA,222,111,000,0,0
139.035,17 53 40.49136,-34 48 26.7624,268.418714,-34.807434,17534049-3448267,14.923,0.077,14.114,,14.084,0.076,CUC,202,101,000,0,0
139.243,17 53 50.14728,-34 45 17.1540,268.458947,-34.754765,17535014-3445171,13.415,0.068,12.698,0.088,12.544,0.066,AAA,222,111,000,0,0
139.344,17 53 39.83928,-34 47 13.3188,268.415997,-34.787033,17533983-3447133,12.33,0.024,11.374,0.022,11.127,0.019,AAA,222,111,s0s,0,0
139.473,17 53 57.94440,-34 45 45.8532,268.491435,-34.762737,17535794-3445458,13.284,0.049,12.817,0.049,12.697,0.044,EEA,222,111,000,0,0
139.899,17 53 58.60704,-34 49 19.8948,268.494196,-34.822193,17535860-3449198,14.15,0.03,13.697,0.025,13.641,0.049,ABB,222,111,ccc,0,0
140.193,17 53 58.82280,-34 45 54.1908,268.495095,-34.765053,17535882-3445541,14.701,0.039,13.918,0.022,13.727,0.042,BEB,222,111,000,0,0
140.261,17 53 40.05816,-34 48 14.8428,268.416909,-34.804123,17534005-3448148,14.702,0.037,13.932,0.022,13.599,0.041,BCB,222,111,000,0,0
140.471,17 53 41.54736,-34 48 54.5976,268.423114,-34.815166,17534154-3448545,13.993,0.092,13.259,0.115,13.008,0.097,ABA,222,222,ccc,0,0
140.52,17 54 01.69032,-34 46 46.9920,268.507043,-34.77972,17540169-3446469,14.377,0.109,13.661,0.128,13.383,0.105,ABA,222,111,000,0,0
140.565,17 53 51.60120,-34 49 56.3700,268.465005,-34.832325,17535160-3449563,14.713,0.061,14.09,0.071,13.949,0.067,BCC,222,221,ccc,0,0
140.569,17 53 48.84408,-34 45 17.9640,268.453517,-34.75499,17534884-3445179,12.339,0.033,11.468,0.035,11.188,0.026,AAA,222,111,000,0,0
140.575,17 54 02.40600,-34 47 40.5636,268.510025,-34.794601,17540240-3447405,14.44,0.046,13.715,0.042,13.51,0.039,BBB,222,111,000,0,0
140.608,17 53 57.13488,-34 45 37.4364,268.488062,-34.760399,17535713-3445374,12.727,0.028,11.775,0.023,11.5,0.021,AAA,222,111,s00,0,0
140.893,17 53 50.52696,-34 45 15.2280,268.460529,-34.75423,17535052-3445152,13.846,0.053,13.045,0.057,12.828,0.045,AAA,222,111,c00,0,0
140.935,17 53 53.31240,-34 45 17.9748,268.472135,-34.754993,17535331-3445179,14.165,0.09,13.399,0.099,13.174,0.078,AAA,222,111,ccc,0,0
141.261,17 53 59.82936,-34 49 06.1608,268.499289,-34.818378,17535982-3449061,13.502,0.037,12.69,0.041,12.451,0.036,AAA,222,111,000,0,0
141.367,17 54 02.39592,-34 47 52.7316,268.509983,-34.797981,17540239-3447527,13.859,0.028,13.012,0.029,12.792,0.021,AAA,222,111,000,0,0
141.502,17 53 41.53320,-34 46 15.8736,268.423055,-34.771076,17534153-3446158,14.722,0.071,13.966,0.109,13.8,0.086,BCC,222,111,000,0,0
141.525,17 54 00.44688,-34 46 15.4776,268.501862,-34.770966,17540044-3446154,12.326,0.028,11.376,0.033,11.066,0.03,AAA,222,112,ddc,0,0
141.677,17 53 53.91240,-34 49 53.0616,268.474635,-34.831406,17535391-3449530,14.687,0.064,13.956,0.073,13.812,0.06,BCC,222,111,c00,0,0
142.242,17 53 41.29152,-34 48 53.0352,268.422048,-34.814732,17534129-3448530,14.641,0.068,13.804,0.077,13.587,0.061,BBB,222,222,ccc,0,0
143.2,17 53 40.44384,-34 46 36.0480,268.418516,-34.77668,17534044-3446360,14.902,0.054,14.726,,14.553,,CUU,200,100,000,0,0
143.485,17 53 49.42008,-34 45 13.8420,268.455917,-34.753845,17534942-3445138,14.431,0.056,13.599,0.049,13.378,0.054,BBA,222,111,000,0,0
143.501,17 54 02.09304,-34 46 52.2120,268.508721,-34.78117,17540209-3446522,14.705,0.036,14.005,0.061,13.776,0.059,BCB,222,111,cc0,0,0
143.516,17 53 44.42664,-34 45 37.5192,268.435111,-34.760422,17534442-3445375,13.402,0.104,13.028,0.113,12.891,0.054,ABA,222,111,ccc,0,0
143.576,17 53 54.70680,-34 49 52.1256,268.477945,-34.831146,17535470-3449521,13.28,0.035,12.368,0.031,12.074,0.026,AAA,222,111,s00,0,0
143.761,17 54 01.77144,-34 48 31.3632,268.507381,-34.808712,17540177-3448313,14.975,0.073,14.421,,14.225,,CUU,200,100,000,0,0
143.955,17 53 42.22104,-34 49 11.0388,268.425921,-34.819733,17534222-3449110,14.254,0.035,13.5,0.025,13.269,0.033,ABA,222,111,000,0,0
144.335,17 53 46.87968,-34 45 20.8872,268.445332,-34.755802,17534687-3445208,10.636,0.023,9.769,0.023,9.531,0.021,AAA,222,111,000,0,0
144.479,17 53 44.90904,-34 49 39.4788,268.437121,-34.827633,17534490-3449394,9.949,0.024,8.812,0.033,8.504,0.027,AAA,211,111,000,0,0
144.494,17 53 54.26424,-34 49 54.7896,268.476101,-34.831886,17535426-3449547,14.52,0.056,13.807,0.061,13.536,0.049,BBB,222,111,cc0,0,0
144.508,17 53 50.75568,-34 45 11.5236,268.461482,-34.753201,17535075-3445115,14.731,0.058,14.079,0.077,13.903,0.061,BCC,222,111,ccc,0,0
144.55,17 53 45.25920,-34 45 29.9376,268.43858,-34.758316,17534525-3445299,14.112,0.051,13.394,0.022,13.189,0.023,AAA,222,111,ccc,0,0
144.617,17 54 02.36952,-34 48 12.0816,268.509873,-34.803356,17540236-3448120,13.836,0.035,13.043,0.031,12.806,0.029,AAA,222,111,000,0,0
144.658,17 53 58.17552,-34 45 41.5008,268.492398,-34.761528,17535817-3445415,13.417,0.044,12.535,0.088,12.303,0.058,EAA,222,111,000,0,0
144.786,17 53 40.22904,-34 48 33.9876,268.417621,-34.809441,17534022-3448339,14.867,0.084,13.789,,13.809,,CUU,200,100,000,0,0
144.996,17 53 41.46528,-34 46 10.9992,268.422772,-34.769722,17534146-3446109,14.681,0.078,13.945,0.045,13.687,0.047,BCB,222,111,000,0,0
145.188,17 54 02.78640,-34 47 35.6748,268.51161,-34.793243,17540278-3447356,14.736,0.062,14.029,0.047,13.811,0.065,BCC,222,111,000,0,0
145.202,17 53 59.35344,-34 45 53.5716,268.497306,-34.764881,17535935-3445535,15.016,0.06,14.521,,14.196,,CUU,200,100,c00,0,0
145.892,17 53 40.36944,-34 48 40.3452,268.418206,-34.811207,17534036-3448403,14.466,0.059,13.652,0.067,13.498,0.067,BBB,222,111,000,0,0
146.054,17 53 48.58608,-34 45 13.0068,268.452442,-34.753613,17534858-3445130,14.696,0.062,13.959,0.091,13.806,0.066,BCC,222,111,ccc,0,0
146.138,17 53 49.45128,-34 50 00.8880,268.456047,-34.83358,17534945-3450008,12.937,0.041,12.127,0.047,11.835,0.03,AAA,222,111,000,0,0
146.469,17 53 43.15992,-34 45 45.8964,268.429833,-34.762749,17534315-3445458,13.8,0.056,13.128,0.061,12.939,0.051,AAA,222,111,000,0,0
146.595,17 53 42.67368,-34 45 51.2784,268.427807,-34.764244,17534267-3445512,14.296,0.051,13.634,0.055,13.474,0.054,ABB,222,111,000,0,0
146.952,17 53 46.17624,-34 45 21.6036,268.442401,-34.756001,17534617-3445216,14.811,0.058,13.929,,13.693,,CUU,200,100,c00,0,0
147.027,17 53 39.08688,-34 47 45.0816,268.412862,-34.795856,17533908-3447450,14.946,0.065,14.262,0.066,14.122,,CDU,220,110,000,0,0
147.256,17 53 58.85976,-34 49 26.9688,268.495249,-34.824158,17535885-3449269,13.533,0.052,12.664,0.055,12.328,0.032,EEE,222,111,cs0,0,0
147.277,17 54 00.34704,-34 46 04.1880,268.501446,-34.76783,17540034-3446041,9.76,0.024,8.64,0.036,8.126,0.023,AAA,211,111,00d,0,0
147.308,17 53 39.47928,-34 46 56.5392,268.414497,-34.782372,17533947-3446565,12.779,0.03,11.914,0.062,11.653,0.052,AEE,222,211,cc0,0,0
147.334,17 53 53.38704,-34 45 11.6316,268.472446,-34.753231,17535338-3445116,11.366,0.04,10.428,0.036,10.072,0.026,AAA,222,111,cdd,0,0
147.437,17 53 41.20464,-34 49 00.7500,268.421686,-34.816875,17534120-3449007,11.79,0.03,11.001,0.033,10.802,0.03,AAA,222,111,000,0,0
147.605,17 53 43.53336,-34 45 40.5684,268.431389,-34.761269,17534353-3445405,14.733,0.069,13.959,0.048,13.622,0.055,BEB,222,111,c00,0,0
147.625,17 53 56.51520,-34 49 47.0712,268.48548,-34.829742,17535651-3449470,13.788,0.06,12.923,0.045,12.701,0.036,AAA,222,111,ccc,0,0
147.65,17 53 47.83992,-34 49 58.4292,268.449333,-34.832897,17534783-3449584,14.508,0.046,13.87,0.049,13.746,0.056,BCB,222,111,000,0,0
147.704,17 53 41.53896,-34 49 06.7656,268.423079,-34.818546,17534153-3449067,14.727,0.06,13.989,0.062,13.88,0.067,BCC,222,111,ccc,0,0
147.844,17 53 52.11048,-34 50 03.2100,268.467127,-34.834225,17535211-3450032,13.011,0.022,12.253,0.022,12.085,0.019,AAA,222,111,000,0,0
147.858,17 53 46.08072,-34 49 50.8764,268.442003,-34.830799,17534608-3449508,14.674,0.07,14.024,0.062,13.827,0.06,BCC,222,111,c00,0,0
147.919,17 53 39.25752,-34 47 05.0928,268.413573,-34.784748,17533925-3447050,14.163,0.069,13.406,0.073,13.243,0.08,AAA,222,111,ccc,0,0
148.057,17 53 39.23328,-34 48 06.2316,268.413472,-34.801731,17533923-3448062,14.067,0.039,13.388,0.031,13.256,0.038,AAA,222,111,ccc,0,0
148.091,17 54 02.29560,-34 46 45.3324,268.509565,-34.779259,17540229-3446453,14.435,0.1,13.158,,12.943,,BUU,266,200,c00,0,0
148.251,17 53 56.78328,-34 45 25.9956,268.486597,-34.757221,17535678-3445259,14.514,0.033,13.913,0.07,13.551,0.066,BCB,222,111,ccc,0,0
148.546,17 53 43.90176,-34 49 36.0984,268.432924,-34.826694,17534390-3449360,14.381,0.035,13.528,0.033,13.334,0.043,ABA,222,111,ccc,0,0
148.616,17 53 59.99208,-34 49 15.1032,268.499967,-34.820862,17535999-3449151,14.181,0.039,13.416,0.033,13.133,0.036,AAA,222,111,000,0,0
148.84,17 54 03.07080,-34 47 29.3712,268.512795,-34.791492,17540307-3447293,13.992,0.036,13.355,0.045,13.235,0.044,AAA,222,111,000,0,0
149.101,17 53 58.99608,-34 45 44.0820,268.495817,-34.762245,17535899-3445440,14.613,0.06,13.847,0.067,13.62,0.061,BCB,222,111,000,0,0
149.323,17 53 40.68768,-34 46 17.5368,268.419532,-34.771538,17534068-3446175,14.066,0.039,13.263,0.039,13.035,0.036,AAA,222,111,000,0,0
149.523,17 53 39.47448,-34 46 49.1232,268.414477,-34.780312,17533947-3446491,13.588,0.028,12.704,0.027,12.435,0.033,AAA,222,111,000,0,0
149.616,17 53 51.09288,-34 50 05.6112,268.462887,-34.834892,17535109-3450056,13.178,0.047,12.338,0.055,12.122,0.043,AAA,222,111,000,0,0
149.706,17 54 01.43064,-34 46 19.1964,268.505961,-34.771999,17540143-3446191,13.669,0.039,12.831,0.038,12.593,0.033,AAA,222,111,000,0,0
149.73,17 53 44.58576,-34 45 28.8252,268.435774,-34.758007,17534458-3445288,14.919,0.075,14.371,,14.365,,CUU,200,100,c00,0,0
149.874,17 53 50.45280,-34 50 05.7228,268.46022,-34.834923,17535045-3450057,13.755,0.072,12.971,0.042,12.745,0.066,AAA,222,111,c00,0,0
150.148,17 53 51.85416,-34 45 06.2208,268.466059,-34.751728,17535185-3445062,13.191,0.046,12.438,0.047,12.263,0.038,AAA,222,111,ss0,0,0
150.187,17 54 03.12912,-34 47 51.3060,268.513038,-34.797585,17540312-3447513,14.245,0.022,13.502,0.022,13.386,0.036,ABA,222,111,000,0,0
150.263,17 54 02.55480,-34 46 47.8704,268.510645,-34.779964,17540255-3446478,14.835,0.071,13.502,,13.223,,CUU,266,200,c00,0,0
150.265,17 53 50.05824,-34 50 05.8164,268.458576,-34.834949,17535005-3450058,13.435,0.078,12.607,0.101,12.426,0.079,AAA,222,111,000,0,0
150.565,17 53 39.87888,-34 48 38.5056,268.416162,-34.810696,17533987-3448385,13.812,0.078,13.049,0.105,12.85,0.079,AAA,222,111,000,0,0
150.887,17 53 39.26880,-34 48 19.4436,268.41362,-34.805401,17533926-3448194,13.996,0.022,13.312,0.022,13.052,0.019,AAA,222,111,ccc,0,0
151.219,17 53 42.97488,-34 45 41.5836,268.429062,-34.761551,17534297-3445415,14.895,0.072,14.074,0.063,13.915,0.069,CCC,222,111,ccc,0,0
151.354,17 54 01.03656,-34 49 03.3348,268.504319,-34.817593,17540103-3449033,14.084,0.029,13.383,0.022,13.15,0.026,AAA,222,111,000,0,0
151.489,17 53 42.19824,-34 45 50.2200,268.425826,-34.76395,17534219-3445502,14.112,0.071,13.416,0.088,13.179,0.069,AAA,222,111,000,0,0
151.536,17 53 39.14880,-34 46 55.3980,268.41312,-34.782055,17533914-3446553,12.871,0.08,11.909,0.038,11.647,0.03,AAA,222,211,c00,0,0
151.623,17 53 54.00528,-34 45 08.9676,268.475022,-34.752491,17535400-3445089,11.221,,10.802,,10.993,0.195,UUC,002,001,00c,0,0
152.007,17 54 00.56688,-34 46 00.0120,268.502362,-34.76667,17540056-3446000,12.347,0.082,11.439,0.105,11.153,0.086,AEA,222,111,ccc,0,0
152.045,17 54 03.23256,-34 47 15.7344,268.513469,-34.787704,17540323-3447157,14.407,0.037,13.658,0.042,13.408,0.029,BBB,222,111,000,0,0
152.306,17 53 47.06592,-34 50 00.3948,268.446108,-34.833443,17534706-3450003,14.064,0.03,13.345,0.022,13.085,0.032,AAA,222,111,000,0,0
152.401,17 54 03.35832,-34 47 43.2024,268.513993,-34.795334,17540335-3447432,14.502,0.022,13.887,0.022,13.855,0.037,BCC,222,111,000,0,0
152.421,17 53 58.71168,-34 45 36.8172,268.494632,-34.760227,17535871-3445368,13.697,0.032,12.858,0.025,12.668,0.032,AAA,222,111,s00,0,0
152.761,17 53 43.28544,-34 49 35.6196,268.430356,-34.826561,17534328-3449356,14.582,0.051,13.774,0.022,13.551,0.047,BEB,222,111,c00,0,0
152.808,17 54 00.11544,-34 45 52.3764,268.500481,-34.764549,17540011-3445523,13.902,0.035,13.367,0.063,13.285,0.063,AAA,222,222,ccc,0,0
153.13,17 53 39.85440,-34 48 43.8480,268.41606,-34.81218,17533985-3448438,14.215,0.051,13.501,0.053,13.382,0.052,ABA,222,111,000,0,0
153.211,17 54 02.48616,-34 48 34.8084,268.510359,-34.809669,17540248-3448348,14.368,0.03,13.61,0.022,13.494,0.038,ABB,222,111,000,0,0
153.232,17 53 49.39488,-34 45 04.0500,268.455812,-34.751125,17534939-3445040,14.886,0.061,14.042,0.048,14.008,0.067,CCC,222,111,cc0,0,0
153.329,17 53 54.76944,-34 45 09.8748,268.478206,-34.752743,17535476-3445098,5.869,0.019,5.868,0.036,5.823,0.02,AAA,111,111,000,0,0
153.367,17 53 38.77368,-34 47 07.0692,268.411557,-34.785297,17533877-3447070,11.566,0.03,10.548,0.031,10.286,0.029,AAA,222,111,s0s,0,0
153.64,17 53 57.39096,-34 45 24.0732,268.489129,-34.756687,17535739-3445240,14.156,0.049,13.448,0.067,13.216,0.051,ABA,222,111,ccc,0,0
153.837,17 54 02.92056,-34 48 21.9024,268.512169,-34.806084,17540292-3448219,14.581,0.071,13.848,0.082,13.605,0.065,BCB,222,111,ccc,0,0
153.88,17 53 56.78952,-34 45 19.6524,268.486623,-34.755459,17535678-3445196,12.93,0.037,12.034,0.039,11.72,0.068,AAA,222,222,ccc,0,0
154.249,17 53 41.38272,-34 45 57.2400,268.422428,-34.7659,17534138-3445572,12.984,0.03,12.065,0.025,11.815,0.027,AAA,222,111,000,0,0
154.408,17 53 38.48376,-34 47 44.4660,268.410349,-34.795685,17533848-3447444,13.073,,13.094,0.023,12.873,0.036,UAA,622,022,0cc,0,0
154.569,17 53 51.02952,-34 50 10.5684,268.462623,-34.836269,17535102-3450105,14.176,0.088,13.322,0.098,13.088,0.078,AAA,222,111,ccc,0,0
154.8,17 53 57.10752,-34 45 20.7216,268.487948,-34.755756,17535710-3445207,12.972,0.078,12.081,0.1,11.819,0.045,AAA,222,222,ccc,0,0
154.801,17 53 42.33144,-34 49 28.0956,268.426381,-34.824471,17534233-3449280,14.491,0.023,13.72,0.029,13.479,0.044,BBB,222,111,0s0,0,0
154.879,17 53 38.43624,-34 47 30.0588,268.410151,-34.791683,17533843-3447300,13.916,0.039,13.055,0.036,12.827,0.032,AAA,222,111,000,0,0
154.974,17 53 53.78280,-34 50 07.1376,268.474095,-34.835316,17535378-3450071,14.241,,14.122,0.072,13.099,,UCU,020,010,0c0,0,0
155.089,17 53 46.18824,-34 45 12.6900,268.442451,-34.753525,17534618-3445126,13.442,0.024,12.615,0.065,12.501,0.047,AEA,222,111,ss0,0,0
155.09,17 53 40.93152,-34 49 09.1416,268.420548,-34.819206,17534093-3449091,14.747,0.129,13.962,0.169,13.662,0.112,BCB,222,111,ccc,0,0
155.105,17 53 50.27256,-34 50 10.8456,268.459469,-34.836346,17535027-3450108,13.802,0.039,12.916,0.067,12.651,0.039,AAA,222,111,ccc,0,0
155.298,17 53 41.83776,-34 49 22.6956,268.424324,-34.822971,17534183-3449226,15.009,0.067,14.376,0.065,14.164,,CDU,220,110,ss0,0,0
155.373,17 54 02.16144,-34 46 23.6604,268.509006,-34.773239,17540216-3446236,13.942,0.043,13.531,0.044,13.449,0.055,ABB,222,111,000,0,0
155.417,17 53 39.63888,-34 46 28.4412,268.415162,-34.774567,17533963-3446284,14.574,0.067,13.927,0.088,13.678,0.061,BCB,222,111,000,0,0
155.428,17 54 03.18888,-34 48 16.2144,268.513287,-34.804504,17540318-3448162,12.415,0.032,11.536,0.042,11.283,0.024,AAA,222,111,000,0,0
155.5,17 53 54.18744,-34 50 06.4644,268.475781,-34.835129,17535418-3450064,12.901,0.026,12.007,0.027,11.729,0.024,AAA,222,111,000,0,0
155.757,17 53 55.24704,-34 50 02.7132,268.480196,-34.834087,17535524-3450027,14.62,0.033,13.924,0.022,13.708,0.044,BEB,222,111,ccc,0,0
156.005,17 54 02.75784,-34 46 38.0676,268.511491,-34.777241,17540275-3446380,14.402,0.051,13.706,0.044,13.455,0.055,ABB,222,111,000,0,0
156.152,17 53 51.42024,-34 50 12.0660,268.464251,-34.836685,17535142-3450120,14.213,0.044,13.376,0.022,13.16,0.039,AAA,222,111,000,0,0
156.177,17 54 00.91272,-34 45 58.6548,268.503803,-34.766293,17540091-3445586,12.407,0.033,11.623,0.038,11.413,0.076,AAE,222,111,ccc,0,0
156.19,17 54 00.20784,-34 45 48.6432,268.500866,-34.763512,17540020-3445486,12.9,0.065,11.97,0.081,11.72,0.037,AAA,222,222,ccc,0,0
156.67,17 54 03.36144,-34 46 59.1744,268.514006,-34.783104,17540336-3446591,13.75,0.032,13.396,0.045,13.33,0.045,AAA,222,111,000,0,0
156.899,17 54 02.68776,-34 46 33.6720,268.511199,-34.77602,17540268-3446336,14.556,0.046,13.818,0.049,13.635,0.056,BBB,222,111,c00,0,0
157.102,17 53 48.20544,-34 45 02.7180,268.450856,-34.750755,17534820-3445027,14.324,0.069,13.488,0.07,13.279,0.041,ABA,222,111,000,0,0
157.282,17 53 46.90152,-34 45 07.0452,268.445423,-34.751957,17534690-3445070,14.322,0.039,13.606,0.025,13.376,0.034,ABA,222,111,ccc,0,0
157.351,17 53 38.25720,-34 47 47.0076,268.409405,-34.796391,17533825-3447470,12.811,,11.971,0.045,11.767,0.036,UAA,622,022,0cc,0,0
157.38,17 53 41.66592,-34 45 48.5604,268.423608,-34.763489,17534166-3445485,14.414,0.054,13.623,0.051,13.359,0.058,BBA,222,111,000,0,0
157.639,17 53 49.59672,-34 44 59.3124,268.456653,-34.749809,17534959-3444593,13.875,0.047,13.097,0.062,12.93,0.048,AAA,222,111,000,0,0
158.049,17 53 46.24416,-34 50 02.7960,268.442684,-34.83411,17534624-3450027,14.69,0.035,14.027,0.033,13.838,0.044,BCC,222,111,000,0,0
158.192,17 53 45.61872,-34 45 12.3732,268.440078,-34.753437,17534561-3445123,13.154,0.033,12.326,0.045,12.028,0.032,AAA,222,111,ss0,0,0
158.277,17 53 40.41024,-34 49 05.6676,268.418376,-34.818241,17534041-3449056,10.903,0.037,9.905,0.042,9.624,0.032,EAA,222,122,0cc,0,0
158.48,17 53 59.85000,-34 49 31.0476,268.499375,-34.825291,17535985-3449310,13.694,0.023,12.813,0.022,12.539,0.021,AAA,222,111,c00,0,0
158.626,17 53 51.48552,-34 44 57.4872,268.464523,-34.749302,17535148-3444574,13.959,0.022,13.169,0.022,12.965,0.024,AAA,222,111,000,0,0
158.68,17 54 01.40880,-34 49 09.5124,268.50587,-34.819309,17540140-3449095,14.656,0.035,13.864,0.044,13.667,0.037,BCB,222,111,cd0,0,0
158.702,17 53 57.78768,-34 45 21.1212,268.490782,-34.755867,17535778-3445211,13.63,0.051,12.915,0.067,12.657,0.051,AAA,222,111,000,0,0
158.852,17 53 38.10552,-34 47 38.2308,268.408773,-34.793953,17533810-3447382,14.731,0.105,14.06,0.095,13.438,,BCU,220,110,c00,0,0
158.853,17 53 56.30856,-34 50 00.7764,268.484619,-34.833549,17535630-3450007,14.489,0.071,13.71,0.073,13.453,0.061,BBB,222,111,ccc,0,0
158.949,17 53 53.35896,-34 50 12.2712,268.472329,-34.836742,17535335-3450122,14.271,0.044,13.497,0.039,13.183,0.037,ABA,222,111,000,0,0
159.004,17 53 48.48912,-34 50 11.9688,268.452038,-34.836658,17534848-3450119,15.101,0.079,14.322,0.091,14.074,0.07,CDC,222,111,000,0,0
159.173,17 53 46.17456,-34 45 08.3484,268.442394,-34.752319,17534617-3445083,13.537,0.067,12.729,0.022,12.506,0.023,EAA,222,111,cc0,0,0
159.178,17 53 38.13360,-34 47 21.2712,268.40889,-34.789242,17533813-3447212,14.086,0.046,13.41,0.066,13.206,0.073,AAA,222,111,000,0,0
159.523,17 53 44.71152,-34 49 55.4628,268.436298,-34.832073,17534471-3449554,13.885,0.243,13.164,0.172,13.011,0.098,DCA,222,111,ccc,0,0
159.667,17 53 43.32888,-34 45 27.3132,268.430537,-34.757587,17534332-3445273,11.767,0.026,11.206,0.035,11.059,0.029,AAA,222,111,ccc,0,0
159.732,17 53 38.37192,-34 48 12.3300,268.409883,-34.803425,17533837-3448123,10.039,0.024,8.915,0.022,8.531,0.021,AAA,222,111,000,0,0
159.806,17 53 39.12456,-34 48 40.3704,268.413019,-34.811214,17533912-3448403,12.96,0.036,12.11,0.038,11.789,0.032,AAA,222,111,000,0,0
159.967,17 53 47.34384,-34 50 09.4992,268.447266,-34.835972,17534734-3450094,14.549,0.035,13.802,0.041,13.566,0.045,BBB,222,111,000,0,0
160.006,17 53 38.13096,-34 47 57.7716,268.408879,-34.799381,17533813-3447577,13.686,0.024,13.194,0.031,12.97,0.043,AAA,222,111,000,0,0
160.172,17 53 48.47136,-34 44 58.8876,268.451964,-34.749691,17534847-3444588,14.409,0.057,13.569,0.055,13.325,0.072,BBA,222,111,c00,0,0
160.209,17 53 38.69712,-34 48 27.9972,268.411238,-34.807777,17533869-3448279,11.39,0.023,10.378,0.022,10.07,0.021,AAA,222,111,000,0,0
160.343,17 54 00.77184,-34 45 50.0976,268.503216,-34.763916,17540077-3445500,12.856,0.022,11.92,0.022,11.655,0.021,AAA,222,111,000,0,0
160.578,17 53 37.99560,-34 47 24.9108,268.408315,-34.790253,17533799-3447249,14.238,0.122,13.607,0.168,13.411,0.065,EEB,222,111,ccc,0,0
160.689,17 53 38.88720,-34 46 36.3900,268.41203,-34.776775,17533888-3446363,14.601,0.054,13.841,0.079,13.627,0.065,BCB,222,111,000,0,0
