NGC 6475  Constantine et al. 

 No     X      Y      RA(1950)    Dec(1950)     muX      muY   Prob   V    U-B   B-V

1081 -23.54   3.83 17 47 25.123 -34 57  6.525  0.0016  0.0048 0.000 11.49  0.24  0.70
1082 -22.68   0.68 17 47 29.253 -35 00 15.834  0.0037  0.0027 0.000 11.26  0.06  0.72
1083 -20.38   3.16 17 47 40.535 -34 57 47.781  0.0054  0.0073 0.000 12.85  0.22  0.74
1084 -19.37   0.67 17 47 45.424 -35 00 17.525  0.0015 -0.0006 0.010 11.10  0.08  0.79
1085 -17.41   2.56 17 47 55.021 -34 58 24.279  0.0244 -0.0294 0.000 11.00  0.08  0.78
1086 -17.33   1.43 17 47 55.383 -34 59 32.604  0.0063  0.0003 0.003 12.17  0.17  0.82
1087 -16.27   1.93 17 48  0.583 -34 59  2.289  0.0091 -0.0234 0.000 13.10  0.01  0.75
1088 -13.63   0.31 17 48 13.449 -35 00 40.240 -0.0004  0.0019 0.106 11.15  0.03  0.60
1089 -13.26   2.22 17 48 15.249 -34 58 45.516 -0.0135 -0.0089 0.000 12.76  0.09  0.90
1090 -12.04   4.59 17 48 21.254 -34 56 23.739 -0.0039 -0.0012 0.285 12.33  0.16  0.64
1091 -10.91   1.71 17 48 26.716 -34 59 16.937  0.0092  0.0051 0.001 11.62  0.25  0.54
1092  -8.94   0.45 17 48 36.361 -35 00 32.392 -0.0222 -0.0088 0.000 11.41  0.26  0.82
1093  -7.24   1.92 17 48 44.638 -34 59  4.209 -0.0006 -0.0015 0.426 13.03  0.04  0.61
1094  -6.17   1.58 17 48 49.867 -34 59 24.720  0.0006 -0.0025 0.371  7.91  0.27  0.26
1095  -5.09   3.49 17 48 55.165 -34 57 30.261  0.0009 -0.0004 0.445  8.93  0.17  0.52
1096  -4.59   3.65 17 48 57.588 -34 57 20.811  0.0044  0.0131 0.000 11.64  1.03  1.80
1097  -4.20   3.22 17 48 59.482 -34 57 46.745 -0.0015  0.0004 0.530  7.72  0.10  0.25
1098  -3.18   4.40 17 49  4.460 -34 56 35.649  0.0010 -0.0026 0.437 11.49  0.32  0.46
1099  -1.59   3.98 17 49 12.243 -34 57  1.394 -0.0020  0.0028 0.515 12.50  0.20  0.38
1100  -0.85   2.29 17 49 15.857 -34 58 42.493 -0.0018  0.0018 0.553 12.43 -0.01  0.36
1101   0.68   2.72 17 49 23.319 -34 58 16.604  0.0019  0.0058 0.127 11.21  1.37  1.94
1102   0.77   4.83 17 49 23.749 -34 56 10.021  0.0095  0.0033 0.006 11.50  0.22  0.85
1103   2.67   1.07 17 49 33.049 -34 59 55.491 -0.0032 -0.0046 0.344 11.61  0.17  0.62
1104   3.11   0.51 17 49 35.164 -35 00 29.376  0.0005  0.0000 0.555  6.34 -0.03  0.17
1106   3.36   1.94 17 49 36.397 -34 59  3.590  0.0058 -0.0038 0.135 11.95  0.80  1.37
1107   3.53   4.71 17 49 37.215 -34 56 17.083  0.0046 -0.0002 0.290 11.41  0.22  0.84
1108   3.86   4.69 17 49 38.842 -34 56 18.460  0.0011  0.0021 0.503  9.29  0.11  0.42
1109   3.94   3.94 17 49 39.205 -34 57  3.643  0.0063 -0.0011 0.150 12.22  0.11  0.91
1110   5.35   0.47 17 49 46.115 -35 00 31.732  0.0000  0.0021 0.531 12.59  0.35  0.35
1111   5.67   2.49 17 49 47.685 -34 58 30.372  0.0014 -0.0015 0.541 10.55  0.05  0.48
1112   6.52   2.33 17 49 51.817 -34 58 39.700  0.0063  0.0070 0.008 11.78  0.15  0.68
1113   8.16   1.44 17 49 59.845 -34 59 33.366  0.0007  0.0019 0.533 11.78  0.30  0.44
1114   8.54   1.09 17 50  1.685 -34 59 53.908  0.0012 -0.0046 0.373 11.55  0.09  0.76
1115   8.77   0.58 17 50  2.819 -35 00 24.447  0.0009  0.0008 0.559  7.14 -0.14  0.17
1116  11.89   3.39 17 50 18.035 -34 57 35.778  0.0014  0.0009 0.569 10.55 -0.05  0.56
1117  12.67   1.46 17 50 21.872 -34 59 31.622  0.0043 -0.0015 0.332 12.07  0.07  0.82
1118  13.82   1.33 17 50 27.461 -34 59 39.213  0.0041 -0.0028 0.318 12.58  0.43  0.83
1119  17.58   1.79 17 50 45.837 -34 59 10.440  0.0000  0.0054 0.282 12.35  0.33  0.31
1120  17.87   4.87 17 50 47.166 -34 56  5.614 -0.0055 -0.0093 0.017 12.42  0.04  0.84
1121  20.86   1.10 17 51  1.858 -34 59 51.250 -0.0027 -0.0014 0.612 10.72  1.36  1.68
